id_venda;id_cliente;id_produto;categoria;subcategoria;quantidade;custo_unitario;preco_unitario;receita;lucro;forma_pagamento;canal_venda;regiao;estado;data_venda;ano;mes;anomes
756;22361;4831;Eletrônicos;Acessórios;3;310,8;388,66;1165,98;233,58;Dinheiro;Marketplace;Nordeste;SC;2016-11-04;2016;11;201611
757;60039;5896;Escritório;Papelaria;6;140,84;214,58;1287,48;442,44;Cartão Crédito;Loja Física;Sudeste;CE;2017-04-21;2017;4;201704
758;67864;5776;Móveis;Armários;7;260,26;582,64;4078,48;2256,66;Cartão Crédito;Marketplace;Centro-Oeste;AM;2022-07-24;2022;7;202207
759;91898;7505;Alimentos;Congelados;2;308,03;387,9;775,8;159,74;Dinheiro;Loja Física;Centro-Oeste;DF;2020-01-26;2020;1;202001
760;14712;3764;Vestuário;Calças;2;200,75;341,05;682,1;280,6;Cartão Débito;Marketplace;Sudeste;AM;2024-01-24;2024;1;202401
761;45282;6534;Alimentos;Bebidas;1;189,81;432,35;432,35;242,54;Boleto;Marketplace;Sul;GO;2020-10-31;2020;10;202010
762;21932;9909;Alimentos;Snacks;10;33,5;64,36;643,6;308,6;Cartão Débito;Loja Física;Sudeste;AM;2015-12-19;2015;12;201512
763;55296;1440;Alimentos;Snacks;8;158,3;300,36;2402,88;1136,48;Cartão Crédito;Loja Física;Centro-Oeste;SP;2024-03-10;2024;3;202403
764;97195;9324;Vestuário;Calças;4;174,41;264,73;1058,92;361,28;Boleto;E-commerce;Norte;CE;2024-05-27;2024;5;202405
765;36643;6786;Alimentos;Mercearia;8;381,4;897,45;7179,6;4128,4;Cartão Débito;E-commerce;Nordeste;RJ;2017-04-01;2017;4;201704
766;90575;5118;Escritório;Impressão;1;449,49;738,26;738,26;288,77;PIX;Loja Física;Centro-Oeste;CE;2021-09-28;2021;9;202109
767;76014;3127;Eletrônicos;TVs;8;485,91;1151,85;9214,8;5327,52;PIX;Marketplace;Centro-Oeste;GO;2020-07-14;2020;7;202007
768;65525;7754;Escritório;Impressão;6;257,41;362,04;2172,24;627,78;Cartão Crédito;Loja Física;Nordeste;GO;2015-06-01;2015;6;201506
769;28591;1704;Móveis;Sofás;1;325,5;716,49;716,49;390,99;Boleto;E-commerce;Sudeste;PR;2022-08-02;2022;8;202208
770;40257;5292;Escritório;Informática;8;289,58;713,52;5708,16;3391,52;Dinheiro;Marketplace;Norte;PR;2017-04-27;2017;4;201704
771;25497;9483;Móveis;Mesas;5;330,63;464,35;2321,75;668,6;Cartão Crédito;Marketplace;Sul;PE;2017-05-27;2017;5;201705
772;87951;1440;Móveis;Sofás;6;456,8;957,58;5745,48;3004,68;Boleto;Loja Física;Nordeste;MG;2018-10-20;2018;10;201810
773;26251;2631;Escritório;Informática;8;450,15;992,42;7939,36;4338,16;Boleto;E-commerce;Nordeste;GO;2020-08-17;2020;8;202008
774;84261;6711;Vestuário;Tênis;8;154,63;278,33;2226,64;989,6;Cartão Crédito;Marketplace;Sul;AM;2019-12-23;2019;12;201912
775;30101;5769;Eletrônicos;Celulares;5;327,02;809,82;4049,1;2414;Boleto;E-commerce;Norte;RJ;2019-01-17;2019;1;201901
776;86270;4296;Móveis;Sofás;10;182,14;233,23;2332,3;510,9;Cartão Crédito;Loja Física;Norte;PR;2022-01-11;2022;1;202201
777;20557;6951;Escritório;Impressão;7;197,66;423,51;2964,57;1580,95;PIX;Marketplace;Sul;MT;2019-08-08;2019;8;201908
778;43302;9052;Móveis;Sofás;4;253,79;398,9;1595,6;580,44;Cartão Débito;Loja Física;Norte;GO;2015-04-08;2015;4;201504
779;73939;4447;Vestuário;Calças;2;481,31;1150,67;2301,34;1338,72;Dinheiro;Loja Física;Nordeste;CE;2018-10-01;2018;10;201810
780;49398;2428;Vestuário;Jaquetas;2;248,23;613,58;1227,16;730,7;Boleto;E-commerce;Sudeste;PA;2019-01-25;2019;1;201901
781;64573;8768;Móveis;Armários;4;303,04;452,29;1809,16;597;Boleto;E-commerce;Norte;BA;2021-10-27;2021;10;202110
782;59073;2310;Escritório;Impressão;4;466,21;1102,34;4409,36;2544,52;PIX;E-commerce;Norte;BA;2019-09-21;2019;9;201909
783;21168;1862;Móveis;Armários;10;168,45;399,7;3997;2312,5;PIX;E-commerce;Norte;MG;2015-06-08;2015;6;201506
784;30740;4221;Alimentos;Congelados;6;260,17;554,74;3328,44;1767,42;PIX;E-commerce;Nordeste;RS;2020-03-19;2020;3;202003
785;26538;4581;Vestuário;Tênis;2;205,37;415,37;830,74;420;Boleto;Marketplace;Centro-Oeste;SP;2015-12-23;2015;12;201512
786;54721;7031;Alimentos;Congelados;10;481,79;1019,61;10196,1;5378,2;Cartão Débito;E-commerce;Sul;MT;2023-01-09;2023;1;202301
787;38142;8541;Escritório;Informática;10;170,17;303,79;3037,9;1336,2;Boleto;E-commerce;Sudeste;PE;2019-11-16;2019;11;201911
788;65493;6790;Vestuário;Calças;2;453,89;1101,65;2203,3;1295,52;PIX;E-commerce;Sul;DF;2015-05-24;2015;5;201505
789;13853;1597;Móveis;Mesas;5;90,83;178,91;894,55;440,4;Cartão Débito;Marketplace;Sudeste;PE;2020-05-27;2020;5;202005
790;13689;9862;Eletrônicos;Notebooks;6;233,66;575,63;3453,78;2051,82;PIX;Loja Física;Norte;GO;2022-01-27;2022;1;202201
791;51540;7125;Alimentos;Snacks;5;181,89;274,24;1371,2;461,75;Dinheiro;Loja Física;Norte;MG;2022-02-02;2022;2;202202
792;98665;6563;Escritório;Organização;8;327,09;462,04;3696,32;1079,6;Boleto;E-commerce;Norte;CE;2018-02-25;2018;2;201802
793;86134;8897;Vestuário;Tênis;7;289,49;447,47;3132,29;1105,86;Cartão Débito;Marketplace;Centro-Oeste;SP;2018-01-24;2018;1;201801
794;58145;9450;Móveis;Armários;9;41,95;80,62;725,58;348,03;Boleto;Marketplace;Centro-Oeste;PA;2017-10-14;2017;10;201710
795;28127;8627;Eletrônicos;Notebooks;9;83,64;112,25;1010,25;257,49;Boleto;Loja Física;Norte;SC;2023-08-16;2023;8;202308
796;26292;9512;Eletrônicos;TVs;2;451,93;951,85;1903,7;999,84;Dinheiro;E-commerce;Norte;SP;2020-01-05;2020;1;202001
797;30232;8898;Escritório;Informática;5;313,54;474,72;2373,6;805,9;Boleto;Loja Física;Sudeste;RS;2021-05-16;2021;5;202105
798;77292;8551;Escritório;Organização;3;129,79;316,78;950,34;560,97;Dinheiro;E-commerce;Centro-Oeste;RJ;2019-05-27;2019;5;201905
799;72653;4949;Vestuário;Camisetas;1;125,99;274,68;274,68;148,69;PIX;E-commerce;Centro-Oeste;CE;2022-05-03;2022;5;202205
800;15783;3351;Móveis;Mesas;9;225,83;523,34;4710,06;2677,59;Dinheiro;E-commerce;Sudeste;MT;2024-05-27;2024;5;202405
801;18943;1898;Escritório;Papelaria;9;404,84;513,04;4617,36;973,8;Cartão Crédito;Loja Física;Centro-Oeste;MG;2016-10-28;2016;10;201610
802;83812;1591;Escritório;Papelaria;10;427,26;867,47;8674,7;4402,1;Boleto;Marketplace;Norte;PR;2022-01-22;2022;1;202201
803;19080;4541;Escritório;Organização;10;472,15;950,59;9505,9;4784,4;Boleto;Marketplace;Sul;SC;2020-02-06;2020;2;202002
804;38111;4860;Móveis;Mesas;5;66,46;109,73;548,65;216,35;Cartão Crédito;E-commerce;Centro-Oeste;ES;2018-05-14;2018;5;201805
805;61197;1818;Eletrônicos;Acessórios;4;302,3;476,11;1904,44;695,24;Cartão Crédito;Marketplace;Norte;PE;2019-06-01;2019;6;201906
806;51660;3341;Escritório;Impressão;1;37,48;52,5;52,5;15,02;PIX;Loja Física;Sudeste;MG;2017-01-12;2017;1;201701
807;48710;9240;Escritório;Impressão;8;273,04;471,05;3768,4;1584,08;Cartão Crédito;Marketplace;Centro-Oeste;MG;2021-07-27;2021;7;202107
808;50386;6791;Móveis;Armários;8;294,12;385,9;3087,2;734,24;Cartão Crédito;Marketplace;Norte;CE;2021-04-30;2021;4;202104
809;78626;2227;Vestuário;Calças;1;393,14;892,81;892,81;499,67;Boleto;E-commerce;Nordeste;AM;2020-06-11;2020;6;202006
810;11903;1345;Móveis;Armários;6;463,12;592,86;3557,16;778,44;PIX;E-commerce;Norte;PR;2020-04-13;2020;4;202004
811;92161;3949;Escritório;Impressão;9;57,72;96,73;870,57;351,09;Cartão Crédito;E-commerce;Nordeste;CE;2021-04-23;2021;4;202104
812;19561;3431;Eletrônicos;Notebooks;5;434,89;966,12;4830,6;2656,15;Cartão Débito;Loja Física;Norte;MG;2015-01-17;2015;1;201501
813;16376;3762;Escritório;Informática;8;290,07;367,21;2937,68;617,12;PIX;Marketplace;Sudeste;PE;2024-06-14;2024;6;202406
814;85403;6869;Vestuário;Tênis;2;275,55;429,68;859,36;308,26;Boleto;E-commerce;Nordeste;SC;2020-07-22;2020;7;202007
815;77484;8366;Móveis;Mesas;3;266,64;431,23;1293,69;493,77;Cartão Crédito;Marketplace;Sul;CE;2020-11-12;2020;11;202011
816;78552;9049;Eletrônicos;Celulares;4;492,51;825,73;3302,92;1332,88;Cartão Débito;Marketplace;Nordeste;ES;2019-09-09;2019;9;201909
817;66814;7808;Alimentos;Snacks;2;488,68;592,13;1184,26;206,9;Cartão Crédito;E-commerce;Nordeste;BA;2023-06-27;2023;6;202306
818;47312;5830;Escritório;Organização;9;199,01;308,03;2772,27;981,18;Dinheiro;E-commerce;Centro-Oeste;AM;2022-04-23;2022;4;202204
819;22416;3131;Vestuário;Camisetas;1;200,59;499,04;499,04;298,45;Cartão Crédito;Marketplace;Sudeste;PE;2024-12-26;2024;12;202412
820;45382;9658;Eletrônicos;TVs;5;160,71;318,96;1594,8;791,25;Boleto;Marketplace;Sudeste;MT;2022-07-17;2022;7;202207
821;22780;4958;Escritório;Informática;5;324,82;562,39;2811,95;1187,85;PIX;Marketplace;Norte;SC;2018-08-06;2018;8;201808
822;69439;5830;Móveis;Cadeiras;1;36,57;60,82;60,82;24,25;Dinheiro;Loja Física;Sudeste;AM;2024-09-07;2024;9;202409
823;76744;2586;Eletrônicos;Celulares;10;476,64;1028,94;10289,4;5523;Dinheiro;E-commerce;Centro-Oeste;SP;2024-03-08;2024;3;202403
824;18578;1144;Escritório;Informática;3;417,32;837,24;2511,72;1259,76;Dinheiro;Loja Física;Centro-Oeste;RS;2018-11-16;2018;11;201811
825;72175;6297;Vestuário;Calças;4;405,2;518,72;2074,88;454,08;Cartão Débito;Loja Física;Centro-Oeste;PA;2022-08-15;2022;8;202208
826;89566;8104;Alimentos;Snacks;4;345,75;733,65;2934,6;1551,6;Cartão Débito;Marketplace;Sudeste;RJ;2016-11-18;2016;11;201611
827;54891;4342;Móveis;Armários;7;156,97;319,46;2236,22;1137,43;Dinheiro;E-commerce;Norte;CE;2023-07-12;2023;7;202307
828;62960;6618;Móveis;Mesas;8;92,06;214,22;1713,76;977,28;Cartão Débito;E-commerce;Sul;RJ;2020-12-07;2020;12;202012
829;47057;2688;Alimentos;Congelados;10;434;768,82;7688,2;3348,2;Cartão Crédito;Loja Física;Sudeste;BA;2021-08-25;2021;8;202108
830;89241;2526;Móveis;Armários;7;448,76;1054,86;7384,02;4242,7;Cartão Crédito;Loja Física;Sul;SP;2023-02-05;2023;2;202302
831;33862;1691;Móveis;Cadeiras;1;128,94;294,14;294,14;165,2;PIX;E-commerce;Sul;RJ;2015-12-19;2015;12;201512
832;57113;1063;Vestuário;Jaquetas;6;469,96;951,27;5707,62;2887,86;PIX;Marketplace;Norte;AM;2018-09-10;2018;9;201809
833;54082;8548;Móveis;Mesas;10;423,84;862,48;8624,8;4386,4;PIX;Marketplace;Norte;SP;2023-10-22;2023;10;202310
834;99059;9262;Móveis;Armários;4;328,59;620,97;2483,88;1169,52;PIX;Marketplace;Norte;SP;2022-04-11;2022;4;202204
835;10757;1190;Eletrônicos;Notebooks;2;70,27;134,68;269,36;128,82;Cartão Débito;Marketplace;Nordeste;ES;2015-10-19;2015;10;201510
836;68305;8573;Escritório;Organização;1;260,57;585,77;585,77;325,2;Cartão Débito;Loja Física;Nordeste;BA;2024-09-28;2024;9;202409
837;83339;5532;Alimentos;Bebidas;3;219,88;409,95;1229,85;570,21;PIX;E-commerce;Sul;PA;2016-04-20;2016;4;201604
838;76405;7630;Alimentos;Bebidas;5;141,19;206,58;1032,9;326,95;Dinheiro;E-commerce;Sudeste;BA;2017-09-02;2017;9;201709
839;75874;3761;Eletrônicos;Celulares;10;179,72;354,58;3545,8;1748,6;Dinheiro;Marketplace;Sudeste;DF;2018-11-06;2018;11;201811
840;29666;6235;Eletrônicos;Celulares;6;412,54;875,59;5253,54;2778,3;Cartão Crédito;Loja Física;Norte;SC;2017-12-11;2017;12;201712
841;42958;4389;Móveis;Armários;3;65,03;124,22;372,66;177,57;Boleto;Marketplace;Sul;RJ;2023-03-28;2023;3;202303
842;29668;9262;Eletrônicos;Celulares;10;76,52;135,46;1354,6;589,4;Dinheiro;E-commerce;Centro-Oeste;SP;2020-11-16;2020;11;202011
843;87050;5299;Eletrônicos;Celulares;2;489,31;857,45;1714,9;736,28;Dinheiro;E-commerce;Sul;SP;2018-02-02;2018;2;201802
844;54213;9253;Móveis;Sofás;7;479,04;774,03;5418,21;2064,93;Cartão Débito;Loja Física;Norte;PR;2024-05-03;2024;5;202405
845;32604;5926;Alimentos;Mercearia;4;45,96;86,95;347,8;163,96;Cartão Crédito;Marketplace;Nordeste;CE;2020-06-25;2020;6;202006
846;83651;8490;Eletrônicos;Celulares;7;317,63;408,44;2859,08;635,67;Boleto;Marketplace;Norte;MG;2016-01-04;2016;1;201601
847;62762;8640;Eletrônicos;Acessórios;4;244,6;429,73;1718,92;740,52;Dinheiro;Marketplace;Norte;CE;2020-06-21;2020;6;202006
848;41455;6414;Eletrônicos;Acessórios;10;318,96;589,96;5899,6;2710;PIX;Marketplace;Nordeste;CE;2022-05-12;2022;5;202205
849;94035;4178;Móveis;Mesas;2;198,89;471,3;942,6;544,82;Cartão Crédito;Loja Física;Sul;CE;2017-09-23;2017;9;201709
850;85057;6150;Alimentos;Bebidas;1;154,28;222,82;222,82;68,54;PIX;E-commerce;Sul;DF;2019-12-04;2019;12;201912
851;56138;1188;Escritório;Impressão;7;41,53;92;644;353,29;Cartão Crédito;Loja Física;Norte;GO;2021-10-09;2021;10;202110
852;42781;4558;Escritório;Impressão;8;23,32;56,79;454,32;267,76;Cartão Débito;Marketplace;Sudeste;DF;2015-10-29;2015;10;201510
853;52215;9971;Móveis;Cadeiras;8;281,22;611,45;4891,6;2641,84;Cartão Crédito;Marketplace;Centro-Oeste;MT;2024-12-09;2024;12;202412
854;10573;5944;Escritório;Organização;7;99,85;189,04;1323,28;624,33;Cartão Crédito;E-commerce;Centro-Oeste;AM;2017-05-07;2017;5;201705
855;67673;8868;Móveis;Cadeiras;1;336,16;527,27;527,27;191,11;PIX;Loja Física;Norte;RS;2024-07-24;2024;7;202407
856;76635;9712;Eletrônicos;Acessórios;5;151,68;306,89;1534,45;776,05;PIX;E-commerce;Sudeste;AM;2017-06-03;2017;6;201706
857;78931;2435;Vestuário;Camisetas;9;384,09;588,92;5300,28;1843,47;Cartão Débito;Loja Física;Sul;BA;2016-08-27;2016;8;201608
858;20374;6165;Vestuário;Camisetas;10;183,36;227,29;2272,9;439,3;PIX;E-commerce;Norte;RJ;2018-01-30;2018;1;201801
859;90517;6708;Móveis;Mesas;6;317,3;604,03;3624,18;1720,38;Boleto;E-commerce;Norte;PR;2017-10-06;2017;10;201710
860;46325;4651;Móveis;Mesas;4;140,34;259,9;1039,6;478,24;Cartão Crédito;Marketplace;Sudeste;PE;2016-08-07;2016;8;201608
861;37661;7351;Móveis;Cadeiras;10;13,55;33,29;332,9;197,4;Cartão Crédito;Marketplace;Centro-Oeste;DF;2017-04-24;2017;4;201704
862;95552;3613;Escritório;Informática;10;88,71;212,1;2121;1233,9;Cartão Crédito;E-commerce;Norte;PE;2016-07-21;2016;7;201607
863;86712;9877;Escritório;Impressão;8;237,48;429,2;3433,6;1533,76;Dinheiro;E-commerce;Nordeste;BA;2019-11-25;2019;11;201911
864;97426;1407;Vestuário;Calças;10;331,18;518,86;5188,6;1876,8;PIX;E-commerce;Centro-Oeste;CE;2015-01-24;2015;1;201501
865;29428;6584;Vestuário;Tênis;8;230,73;356,77;2854,16;1008,32;Boleto;Marketplace;Nordeste;AM;2017-04-25;2017;4;201704
866;30804;3772;Alimentos;Snacks;9;79,24;148,08;1332,72;619,56;Boleto;Loja Física;Sul;CE;2015-04-30;2015;4;201504
867;10987;2931;Eletrônicos;Acessórios;5;171,39;307,82;1539,1;682,15;PIX;Loja Física;Centro-Oeste;RS;2017-09-09;2017;9;201709
868;35513;3453;Alimentos;Mercearia;8;382,51;658,59;5268,72;2208,64;PIX;E-commerce;Sul;BA;2022-01-23;2022;1;202201
869;80076;9836;Eletrônicos;TVs;2;237,84;484,97;969,94;494,26;Boleto;Marketplace;Norte;CE;2017-09-23;2017;9;201709
870;31310;5348;Vestuário;Camisetas;5;84,99;111,46;557,3;132,35;Cartão Crédito;Marketplace;Centro-Oeste;RJ;2016-02-26;2016;2;201602
871;15935;2031;Escritório;Papelaria;8;249,61;359,43;2875,44;878,56;Cartão Crédito;Loja Física;Nordeste;DF;2020-04-22;2020;4;202004
872;54506;8276;Escritório;Informática;5;492,52;741,38;3706,9;1244,3;PIX;Loja Física;Nordeste;AM;2024-12-27;2024;12;202412
873;22991;9977;Escritório;Papelaria;2;157;290,37;580,74;266,74;PIX;Loja Física;Sul;PR;2022-10-16;2022;10;202210
874;41328;7616;Alimentos;Mercearia;7;421,21;916,51;6415,57;3467,1;Dinheiro;E-commerce;Norte;SC;2016-02-22;2016;2;201602
875;10620;6064;Eletrônicos;Celulares;5;352,51;480,79;2403,95;641,4;Cartão Débito;E-commerce;Nordeste;PA;2023-03-22;2023;3;202303
876;48080;4624;Móveis;Sofás;1;481,57;942,25;942,25;460,68;Dinheiro;E-commerce;Sudeste;PR;2017-07-09;2017;7;201707
877;98351;5565;Vestuário;Jaquetas;10;366,14;853,48;8534,8;4873,4;Dinheiro;E-commerce;Nordeste;RS;2016-12-27;2016;12;201612
878;18102;5075;Vestuário;Tênis;5;240,66;364,86;1824,3;621;Cartão Débito;Loja Física;Nordeste;AM;2018-05-03;2018;5;201805
879;77620;7716;Vestuário;Camisetas;8;484,81;586,73;4693,84;815,36;PIX;Marketplace;Sudeste;AM;2024-01-29;2024;1;202401
880;62905;8400;Alimentos;Mercearia;7;263,24;502,9;3520,3;1677,62;PIX;Marketplace;Centro-Oeste;RS;2019-10-19;2019;10;201910
881;29593;4039;Alimentos;Snacks;5;161,98;367,11;1835,55;1025,65;Dinheiro;Marketplace;Sul;ES;2024-08-04;2024;8;202408
882;86149;8990;Escritório;Informática;6;339,93;449,47;2696,82;657,24;PIX;Marketplace;Sudeste;GO;2016-05-28;2016;5;201605
883;40388;3842;Móveis;Cadeiras;7;260,1;317,47;2222,29;401,59;Dinheiro;E-commerce;Sudeste;RS;2023-07-27;2023;7;202307
884;66999;6490;Móveis;Sofás;5;88,39;172,14;860,7;418,75;Cartão Crédito;E-commerce;Norte;PR;2021-04-23;2021;4;202104
885;33883;6872;Eletrônicos;Acessórios;10;284,52;645,66;6456,6;3611,4;Boleto;Marketplace;Centro-Oeste;PE;2015-07-27;2015;7;201507
886;73782;2727;Escritório;Papelaria;10;99,25;212,73;2127,3;1134,8;Cartão Débito;Marketplace;Centro-Oeste;SP;2022-06-13;2022;6;202206
887;62051;9796;Escritório;Organização;9;391,36;603,09;5427,81;1905,57;Boleto;Loja Física;Nordeste;RS;2022-01-03;2022;1;202201
888;22430;9226;Eletrônicos;Celulares;6;236,21;410,54;2463,24;1045,98;PIX;Loja Física;Sul;DF;2016-04-13;2016;4;201604
889;45205;8362;Alimentos;Congelados;6;194,49;235,34;1412,04;245,1;Cartão Crédito;Marketplace;Nordeste;DF;2020-10-23;2020;10;202010
890;99739;5927;Móveis;Cadeiras;2;161,93;277,2;554,4;230,54;Boleto;E-commerce;Nordeste;SP;2017-11-29;2017;11;201711
891;15718;9442;Alimentos;Congelados;8;58,84;120,06;960,48;489,76;Dinheiro;Marketplace;Sudeste;RJ;2015-10-03;2015;10;201510
892;71684;7746;Móveis;Mesas;1;317,71;396,21;396,21;78,5;Cartão Débito;Loja Física;Sul;PR;2015-04-22;2015;4;201504
893;93182;7394;Alimentos;Snacks;1;229,52;399,46;399,46;169,94;Cartão Crédito;Loja Física;Centro-Oeste;CE;2018-02-02;2018;2;201802
894;19268;9957;Vestuário;Tênis;6;352,47;442,57;2655,42;540,6;Dinheiro;Loja Física;Centro-Oeste;BA;2015-10-20;2015;10;201510
895;80529;6321;Escritório;Organização;6;65,29;145,03;870,18;478,44;Cartão Débito;E-commerce;Sul;AM;2022-06-01;2022;6;202206
896;12380;1211;Escritório;Organização;3;446,49;827,65;2482,95;1143,48;PIX;Loja Física;Norte;AM;2018-06-10;2018;6;201806
897;71075;7066;Eletrônicos;TVs;1;81,37;102,33;102,33;20,96;Cartão Débito;E-commerce;Sudeste;SC;2023-10-13;2023;10;202310
898;70385;4500;Alimentos;Snacks;2;185,94;386,94;773,88;402;Cartão Débito;E-commerce;Sudeste;RJ;2022-04-15;2022;4;202204
899;24749;7710;Móveis;Mesas;2;395,5;881,04;1762,08;971,08;PIX;E-commerce;Sul;ES;2016-02-18;2016;2;201602
900;38725;9261;Móveis;Cadeiras;9;78,42;191,38;1722,42;1016,64;Dinheiro;Loja Física;Sudeste;RS;2020-02-02;2020;2;202002
901;68831;6474;Vestuário;Jaquetas;4;168,78;239,87;959,48;284,36;Boleto;E-commerce;Norte;RS;2024-04-26;2024;4;202404
902;35522;2280;Móveis;Mesas;1;364,94;802,98;802,98;438,04;Cartão Crédito;Loja Física;Centro-Oeste;DF;2020-08-17;2020;8;202008
903;14362;2233;Alimentos;Mercearia;10;495,23;680,69;6806,9;1854,6;Dinheiro;Marketplace;Sul;MG;2015-01-14;2015;1;201501
904;90557;7498;Vestuário;Camisetas;2;211,68;408,59;817,18;393,82;Dinheiro;E-commerce;Centro-Oeste;MG;2023-02-11;2023;2;202302
905;94440;2542;Eletrônicos;Acessórios;3;36,46;89,54;268,62;159,24;PIX;Marketplace;Centro-Oeste;RJ;2022-02-10;2022;2;202202
906;92383;2165;Eletrônicos;Acessórios;4;499,55;1053,19;4212,76;2214,56;Dinheiro;Loja Física;Sul;GO;2019-01-19;2019;1;201901
907;30979;7209;Alimentos;Snacks;5;133,53;193,54;967,7;300,05;Dinheiro;E-commerce;Nordeste;PE;2024-03-21;2024;3;202403
908;24921;1030;Móveis;Armários;9;489,07;1052,96;9476,64;5075,01;Boleto;Marketplace;Centro-Oeste;RS;2023-01-22;2023;1;202301
909;85280;7342;Eletrônicos;TVs;9;103,61;140,22;1261,98;329,49;Dinheiro;Marketplace;Nordeste;DF;2016-03-04;2016;3;201603
910;44537;5717;Escritório;Papelaria;2;138,65;240,42;480,84;203,54;Boleto;E-commerce;Norte;PA;2016-01-26;2016;1;201601
911;47834;8469;Alimentos;Bebidas;3;227,86;507,75;1523,25;839,67;Cartão Crédito;Loja Física;Nordeste;SC;2017-12-11;2017;12;201712
912;54465;8995;Escritório;Papelaria;8;278,45;341,94;2735,52;507,92;Cartão Débito;Loja Física;Centro-Oeste;MT;2024-08-16;2024;8;202408
913;38980;1563;Alimentos;Congelados;4;353,11;429,37;1717,48;305,04;Cartão Débito;Loja Física;Centro-Oeste;BA;2015-07-28;2015;7;201507
914;96549;3871;Móveis;Sofás;9;191,15;398,19;3583,71;1863,36;Boleto;E-commerce;Centro-Oeste;SP;2017-11-25;2017;11;201711
915;47095;7984;Eletrônicos;Celulares;4;355,07;779,71;3118,84;1698,56;Cartão Débito;Marketplace;Sudeste;PE;2015-03-25;2015;3;201503
916;36585;3646;Escritório;Papelaria;4;336,81;478,61;1914,44;567,2;Boleto;Loja Física;Nordeste;MG;2024-12-06;2024;12;202412
917;93491;1183;Escritório;Impressão;8;433,05;679,84;5438,72;1974,32;Dinheiro;E-commerce;Sudeste;PR;2020-06-04;2020;6;202006
918;79506;9460;Móveis;Sofás;7;286,32;596,42;4174,94;2170,7;Cartão Débito;Marketplace;Centro-Oeste;PR;2024-07-27;2024;7;202407
919;87042;1325;Escritório;Organização;10;225,57;274,1;2741;485,3;Cartão Débito;E-commerce;Nordeste;MG;2016-12-11;2016;12;201612
920;99387;9689;Vestuário;Jaquetas;6;266,58;489,19;2935,14;1335,66;Dinheiro;Marketplace;Centro-Oeste;ES;2024-06-10;2024;6;202406
921;38510;9511;Alimentos;Snacks;7;332,52;557,97;3905,79;1578,15;PIX;E-commerce;Centro-Oeste;SC;2018-10-25;2018;10;201810
922;89273;9719;Eletrônicos;Acessórios;6;444,14;762,09;4572,54;1907,7;PIX;Loja Física;Sul;PE;2021-09-07;2021;9;202109
923;36269;9849;Móveis;Armários;3;495,15;1096,05;3288,15;1802,7;PIX;Loja Física;Centro-Oeste;RS;2022-09-26;2022;9;202209
924;24110;1214;Eletrônicos;TVs;7;215,82;539,32;3775,24;2264,5;Boleto;Loja Física;Sudeste;GO;2024-07-07;2024;7;202407
925;77852;8440;Móveis;Cadeiras;5;234,35;479,6;2398;1226,25;Dinheiro;Marketplace;Nordeste;RS;2017-01-06;2017;1;201701
926;17103;3484;Eletrônicos;TVs;10;451,73;870,33;8703,3;4186;Dinheiro;Marketplace;Centro-Oeste;CE;2017-01-11;2017;1;201701
927;16329;8728;Escritório;Informática;10;334,51;660,3;6603;3257,9;Cartão Crédito;E-commerce;Sul;GO;2021-12-29;2021;12;202112
928;19657;4810;Móveis;Armários;2;418,12;808,68;1617,36;781,12;Cartão Crédito;Marketplace;Sul;AM;2021-02-09;2021;2;202102
929;89283;2806;Vestuário;Jaquetas;2;474,67;605,77;1211,54;262,2;PIX;E-commerce;Nordeste;PR;2015-09-18;2015;9;201509
930;45203;8845;Alimentos;Bebidas;5;410,19;927,97;4639,85;2588,9;Dinheiro;Loja Física;Nordeste;PR;2024-09-17;2024;9;202409
931;83219;7178;Escritório;Organização;1;487,21;819,2;819,2;331,99;Boleto;Marketplace;Nordeste;CE;2022-02-07;2022;2;202202
932;90270;2421;Alimentos;Bebidas;2;32,91;46,46;92,92;27,1;Boleto;Marketplace;Nordeste;ES;2024-12-11;2024;12;202412
933;40895;4829;Escritório;Organização;3;30,27;68,74;206,22;115,41;Dinheiro;Loja Física;Centro-Oeste;CE;2019-10-06;2019;10;201910
934;71729;4006;Vestuário;Calças;3;331,99;437,48;1312,44;316,47;Cartão Crédito;Loja Física;Sul;SC;2017-11-02;2017;11;201711
935;30594;6886;Móveis;Mesas;7;260,11;342,61;2398,27;577,5;Boleto;Loja Física;Nordeste;AM;2015-07-01;2015;7;201507
936;17560;4779;Alimentos;Snacks;6;425,87;793,66;4761,96;2206,74;Cartão Crédito;E-commerce;Norte;RS;2018-02-06;2018;2;201802
937;34783;9650;Escritório;Informática;9;65,45;111,39;1002,51;413,46;PIX;E-commerce;Sul;CE;2024-06-01;2024;6;202406
938;24540;1854;Eletrônicos;Celulares;2;454,92;875,18;1750,36;840,52;Cartão Débito;Loja Física;Sul;AM;2020-03-05;2020;3;202003
939;96305;3805;Escritório;Organização;5;305,39;396,87;1984,35;457,4;PIX;Marketplace;Nordeste;BA;2019-05-24;2019;5;201905
940;23753;2585;Eletrônicos;TVs;5;443,71;553,37;2766,85;548,3;Boleto;Loja Física;Sudeste;MG;2018-06-21;2018;6;201806
941;87364;7996;Móveis;Sofás;9;419,98;1035,1;9315,9;5536,08;Boleto;E-commerce;Sul;AM;2022-05-24;2022;5;202205
